id_pedido,data_venda,id_cliente,cliente,segmento,regiao,uf,id_produto,produto,categoria,canal_venda,vendedor,forma_pagamento,quantidade,preco_unitario,desconto_pct,receita_bruta,valor_desconto,receita_liquida,custo_total,lucro,status_pedido,prazo_entrega_dias,avaliacao_cliente
V01258,2025-08-03,C004,Delta Store,B2B,Sul,PR,P001,Notebook Pro 14,Informática,Marketplace,Bruno Lima,Pix,3,4485.58,0.0,13456.74,0.0,13456.74,9209.85,4246.89,Pendente,5,5.0
V01259,2025-07-15,C007,Loja Avenida,B2C,Centro-Oeste,GO,P009,Smartphone X,Telefonia,Loja Física,Carla Mendes,Transferência,2,2993.0,0.0,5986.0,0.0,5986.0,3730.82,2255.18,Concluída,4,5.0
V01260,2026-03-09,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Loja Física,Ana Souza,Pix,2,219.24,0.05,438.48,21.92,416.56,184.6,231.96,Concluída,5,4.0
V01261,2026-05-12,C003,Casa Norte,B2C,Norte,AM,P008,Webcam Full HD,Acessórios,Marketplace,Ana Souza,Transferência,1,234.87,0.0,234.87,0.0,234.87,83.97,150.9,Devolvida,4,5.0
V01262,2025-07-26,C010,Tech Mais,B2C,Sudeste,SP,P004,Monitor 24,Informática,Representante,Fernanda Rocha,Transferência,2,877.65,0.0,1755.3,0.0,1755.3,1197.74,557.56,Concluída,7,4.0
V01263,2025-01-09,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Loja Física,Diego Alves,Transferência,8,1227.44,0.03,9819.52,294.59,9524.93,7135.12,2389.81,Pendente,2,5.0
V01264,2025-10-25,C008,Prime Atacado,B2B,Sul,RS,P010,Carregador USB-C,Telefonia,Loja Física,Diego Alves,Transferência,6,104.85,0.08,629.1,50.33,578.77,232.68,346.09,Concluida,10,5.0
V01265,2026-05-15,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,E-commerce,Ana Souza,Cartão Crédito,2,2547.65,0.1,5095.3,509.53,4585.77,3978.42,607.35,Concluída,5,4.0
V01266,2025-11-20,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Loja Física,Carla Mendes,Transferência,1,104.19,0.0,104.19,0.0,104.19,42.98,61.21,Concluída,4,5.0
V01267,2026-05-22,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,Representante,Diego Alves,Transferência,6,98.37,0.0,590.22,0.0,590.22,238.32,351.9,Concluída,5,5.0
V01268,2025-10-22,C001,Alfa Distribuidora,B2B,Sudeste,SP,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Boleto,2,352.56,0.0,705.12,0.0,705.12,301.86,403.26,Concluída,10,3.0
V01269,2026-06-04,C008,Prime Atacado,B2B,Sul,RS,P004,Monitor 24,Informática,E-commerce,Fernanda Rocha,Boleto,1,866.2,0.0,866.2,0.0,866.2,584.73,281.47,Concluída,4,2.0
V01270,2025-05-15,C010,Tech Mais,B2C,Sudeste,SP,P008,Webcam Full HD,Acessórios,Representante,Diego Alves,Transferência,2,226.44,0.05,452.88,22.64,430.24,189.08,241.16,Concluída,4,3.0
V01271,2025-06-15,C006,Mercado Central,B2B,Nordeste,BA,P008,Webcam Full HD,Acessórios,E-commerce,Carla Mendes,Cartão Crédito,2,227.43,0.15,454.86,68.23,386.63,181.6,205.03,Concluída,3,4.0
V01272,2025-06-27,C008,Prime Atacado,B2B,Sul,RS,P003,Teclado Mecânico,Acessórios,E-commerce,Bruno Lima,Transferência,3,293.29,0.1,879.87,87.99,791.88,428.79,363.09,Devolvida,7,5.0
V01273,2026-05-21,C002,Beta Varejo,B2B,Sudeste,MG,P007,Mesa Office,Móveis,Representante,Bruno Lima,Pix,3,809.56,0.05,2428.68,121.43,2307.25,1332.78,974.47,Concluída,15,5.0
V01274,2025-01-19,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,Representante,Carla Mendes,Boleto,5,4586.16,0.0,22930.8,0.0,22930.8,14260.05,8670.75,Concluída,4,5.0
V01275,2026-05-31,C003,Casa Norte,B2C,Norte,AM,P003,Teclado Mecânico,Acessórios,Loja Física,Ana Souza,Boleto,2,328.19,0.03,656.38,19.69,636.69,268.8,367.89,Concluída,7,3.0
V01276,2025-08-21,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,Loja Física,Fernanda Rocha,Pix,3,97.91,0.0,293.73,0.0,293.73,107.4,186.33,Pendente,4,3.0
V01277,2025-12-15,C008,Prime Atacado,B2B,Sul,RS,P005,Headset Gamer,Acessórios,ecommerce,Ana Souza,Boleto,1,251.25,0.05,251.25,12.56,238.69,108.76,129.93,Concluída,10,4.0
V01278,2025-04-17,C003,Casa Norte,B2C,Norte,AM,P009,Smartphone X,Telefonia,Loja Física,Diego Alves,Transferência,2,2804.81,0.0,5609.62,0.0,5609.62,4258.76,1350.86,Pendente,4,5.0
V01279,2025-04-15,C002,Beta Varejo,B2B,Sudeste,MG,P002,Mouse Wireless,Acessórios,Loja Física,Fernanda Rocha,Cartão Crédito,5,104.95,0.0,524.75,0.0,524.75,194.55,330.2,Concluída,7,1.0
V01280,2025-07-30,C003,Casa Norte,B2C,Norte,AM,P002,Mouse Wireless,Acessórios,Representante,Bruno Lima,Boleto,3,92.59,0.0,277.77,0.0,277.77,118.11,159.66,Cancelada,5,5.0
V01281,2026-05-26,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Loja Física,Bruno Lima,Boleto,2,2840.01,0.03,5680.02,170.4,5509.62,3651.5,1858.12,Concluída,5,5.0
V01282,2025-05-06,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Transferência,4,328.22,0.0,1312.88,0.0,1312.88,545.76,767.12,Concluída,3,2.0
V01283,2026-05-01,C001,Alfa Distribuidora,B2B,Sudeste,SP,P004,Monitor 24,Informática,Representante,Carla Mendes,Pix,2,909.54,0.0,1819.08,0.0,1819.08,1280.6,538.48,Concluída,4,5.0
V01284,2026-01-17,C002,Beta Varejo,B2B,Sudeste,MG,P005,Headset Gamer,Acessórios,Marketplace,Carla Mendes,Pix,4,249.66,0.03,998.64,29.96,968.68,387.28,581.4,Concluída,4,
V01285,2026-03-08,C003,Casa Norte,B2C,Norte,AM,P009,Smartphone X,Telefonia,E-commerce,Bruno Lima,Transferência,5,2882.02,0.0,14410.1,0.0,14410.1,9471.0,4939.1,Concluída,4,4.0
V01286,2026-04-15,C007,Loja Avenida,B2C,Centro-Oeste,GO,P007,Mesa Office,Móveis,Representante,Ana Souza,Transferência,3,730.38,0.15,2191.14,328.67,1862.47,1211.85,650.62,Pendente,10,4.0
V01287,2026-06-14,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Loja Física,Ana Souza,Boleto,4,4182.91,0.05,16731.64,836.58,15895.06,11971.92,3923.14,Concluída,5,4.0
V01288,2025-06-18,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,Marketplace,Ana Souza,Transferência,3,751.19,0.0,2253.57,0.0,2253.57,1206.27,1047.3,Concluída,3,2.0
V01289,2025-03-01,C001,Alfa Distribuidora,B2B,Sudeste,SP,P003,Teclado Mecânico,Acessórios,Representante,Diego Alves,Transferência,1,345.23,0.0,345.23,0.0,345.23,150.6,194.63,Concluída,7,4.0
V01290,2025-11-18,C009,Shopping Mix,B2C,Nordeste,PE,P005,Headset Gamer,Acessórios,Representante,Ana Souza,Boleto,2,243.33,0.0,486.66,0.0,486.66,214.54,272.12,Concluída,15,4.0
V01291,2025-05-31,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Marketplace,Diego Alves,Pix,2,116.19,,232.38,0.0,232.38,89.88,142.5,Concluída,5,3.0
V01292,2026-03-29,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Representante,Diego Alves,Pix,5,116.8,0.0,584.0,0.0,584.0,198.7,385.3,Concluída,15,4.0
V01293,2025-02-07,C005,E-commerce Livre,B2C,Sudeste,RJ,P002,Mouse Wireless,Acessórios,Representante,Diego Alves,Pix,2,86.13,0.0,172.26,0.0,172.26,77.74,94.52,Pendente,4,5.0
V01294,2025-10-18,C009,Shopping Mix,B2C,Nordeste,PE,P009,Smartphone X,Telefonia,E-commerce,Ana Souza,Boleto,3,2545.12,0.0,7635.36,0.0,7635.36,6080.19,1555.17,Pendente,7,3.0
V01295,2025-06-13,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Loja Física,Ana Souza,Boleto,1,1274.75,0.1,1274.75,127.48,1147.27,933.93,213.34,Concluida,4,4.0
V01296,2026-03-09,C004,Delta Store,B2B,Sul,PR,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Boleto,3,229.38,0.03,688.14,20.64,667.5,291.54,375.96,Concluída,10,5.0
V01297,2025-12-29,C005,E-commerce Livre,B2C,Sudeste,RJ,P009,Smartphone X,Telefonia,Loja Física,Ana Souza,Cartão Crédito,2,2838.56,0.0,5677.12,0.0,5677.12,4171.22,1505.9,Cancelada,7,5.0
V01298,2025-01-06,C008,Prime Atacado,B2B,Sul,RS,P005,Headset Gamer,Acessórios,Marketplace,Carla Mendes,Pix,1,233.84,0.03,233.84,7.02,226.82,102.85,123.97,Concluida,4,3.0
V01299,2025-08-28,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Representante,Carla Mendes,Boleto,2,122.71,0.0,245.42,0.0,245.42,86.54,158.88,Concluída,2,4.0
V01300,2026-01-22,C010,Tech Mais,B2C,Sudeste,SP,P003,Teclado Mecânico,Acessórios,E-commerce,Ana Souza,Boleto,4,324.13,0.08,1296.52,103.72,1192.8,563.76,629.04,Concluída,10,4.0
V01301,2025-07-17,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Representante,Diego Alves,Cartão Crédito,3,118.17,0.0,354.51,0.0,354.51,132.15,222.36,Concluída,3,3.0
V01302,2026-02-26,C003,Casa Norte,B2C,Norte,AM,P007,Mesa Office,Móveis,Loja Física,Ana Souza,Cartão Crédito,5,740.21,0.05,3701.05,185.05,3516.0,2343.05,1172.95,Concluída,5,4.0
V01303,2026-05-03,C007,Loja Avenida,B2C,Centro-Oeste,GO,P003,Teclado Mecânico,Acessórios,E-commerce,Diego Alves,Cartão Crédito,2,321.49,0.05,642.98,32.15,610.83,318.26,292.57,Pendente,7,5.0
V01304,2026-02-17,C006,Mercado Central,B2B,Nordeste,BA,P009,Smartphone X,Telefonia,Marketplace,Carla Mendes,Transferência,3,2924.99,0.1,8774.97,877.5,7897.47,5884.95,2012.52,Pendente,4,5.0
V01305,2026-05-17,C007,Loja Avenida,B2C,Centro-Oeste,GO,P008,Webcam Full HD,Acessórios,Marketplace,Bruno Lima,,4,232.92,0.0,931.68,0.0,931.68,379.56,552.12,Concluída,3,5.0
V01306,2026-05-12,C009,Shopping Mix,B2C,Sudeste ,PE,P003,Teclado Mecânico,Acessórios,Marketplace,Bruno Lima,Cartão Crédito,3,334.53,0.0,1003.59,0.0,1003.59,437.88,565.71,Concluída,4,3.0
V01307,2026-04-30,C004,Delta Store,B2B,Sul,PR,P008,Webcam Full HD,Acessórios,Loja Física,Bruno Lima,Boleto,10,212.63,0.05,2126.3,106.32,2019.98,894.6,1125.38,Concluída,4,4.0
V01308,2026-02-23,C002,Beta Varejo,B2B,Sudeste,MG,P010,Carregador USB-C,Telefonia,Loja Física,Ana Souza,Boleto,3,112.15,0.03,336.45,10.09,326.36,118.98,207.38,Concluída,3,3.0
V01309,2025-02-11,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,E-commerce,Ana Souza,Boleto,8,247.94,0.05,1983.52,99.18,1884.34,833.52,1050.82,Devolvida,5,5.0
V01310,2025-11-07,C005,E-commerce Livre,B2C,Sudeste,RJ,P006,Cadeira Ergonômica,Móveis,Representante,Diego Alves,Cartão Crédito,2,1500.12,0.08,3000.24,240.02,2760.22,1868.26,891.96,Concluída,3,4.0
V01311,2026-03-08,C003,Casa Norte,B2C,Norte,AM,P003,Teclado Mecânico,Acessórios,Loja Física,Carla Mendes,Boleto,2,348.22,0.0,696.44,0.0,696.44,270.78,425.66,Concluída,3,4.0
V01312,2026-05-16,C004,Delta Store,B2B,Sul,PR,P003,Teclado Mecânico,Acessórios,Loja Física,Ana Souza,Boleto,5,327.64,0.0,1638.2,0.0,1638.2,723.05,915.15,Concluída,2,5.0
V01313,2026-03-04,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,Marketplace,Fernanda Rocha,Boleto,4,4446.11,0.05,17784.44,889.22,16895.22,11224.12,5671.1,Pendente,7,
V01314,2025-12-12,C010,Tech Mais,B2C,Sudeste,SP,P008,Webcam Full HD,Acessórios,Marketplace,Diego Alves,Pix,1,232.14,0.08,232.14,18.57,213.57,96.36,117.21,Concluída,7,
V01315,2026-04-17,C003,Casa Norte,B2C,Norte,AM,P009,Smartphone X,Telefonia,Marketplace,Diego Alves,Pix,4,2871.47,0.1,11485.88,1148.59,10337.29,7917.84,2419.45,Concluída,4,
V01316,2026-02-24,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,Marketplace,Bruno Lima,Transferência,1,95.97,0.05,95.97,4.8,91.17,40.38,50.79,Concluída,10,
V01317,2025-02-16,C006,Mercado Central,B2B,Nordeste,BA,P009,Smartphone X,Telefonia,Marketplace,Carla Mendes,Cartão Crédito,1,2767.86,0.0,2767.86,0.0,2767.86,1939.0,828.86,Concluída,10,5.0
V01318,2025-11-13,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Loja Física,Fernanda Rocha,Cartão Crédito,1,3865.96,0.03,3865.96,115.98,3749.98,3098.13,651.85,Concluída,10,
V01319,2025-02-24,C004,Delta Store,B2B,Sul,PR,P010,Carregador USB-C,Telefonia,E-commerce,Diego Alves,Cartão Crédito,2,120.55,0.0,241.1,0.0,241.1,88.42,152.68,Concluída,3,
V01320,2025-07-04,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Loja Física,Carla Mendes,Pix,2,2972.44,0.0,5944.88,0.0,5944.88,3656.66,2288.22,Concluída,4,5.0
V01321,2026-03-31,C004,Delta Store,B2B,Sul,PR,P010,Carregador USB-C,Telefonia,Loja Física,Fernanda Rocha,Boleto,2,115.83,0.05,231.66,11.58,220.08,87.92,132.16,Concluída,10,4.0
V01322,2025-02-16,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Marketplace,Ana Souza,Boleto,2,103.83,0.0,207.66,0.0,207.66,77.92,129.74,Concluída,3,4.0
V01323,2026-03-01,C007,Loja Avenida,B2C,Sudeste ,GO,P003,Teclado Mecânico,Acessórios,Loja Física,Fernanda Rocha,Boleto,5,311.04,0.0,1555.2,0.0,1555.2,689.05,866.15,Concluida,3,4.0
V01324,2025-04-04,C007,Loja Avenida,B2C,Centro-Oeste,GO,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Pix,3,252.29,0.05,756.87,37.84,719.03,335.76,383.27,Concluída,3,4.0
V01325,2025-07-07,C005,E-commerce Livre,B2C,Sudeste,RJ,P003,Teclado Mecânico,Acessórios,Representante,Ana Souza,Pix,1,308.36,0.0,308.36,0.0,308.36,147.02,161.34,Concluída,4,5.0
V01326,2025-06-23,C005,E-commerce Livre,B2C,Sudeste,RJ,P007,Mesa Office,Móveis,Loja Física,Fernanda Rocha,Boleto,2,751.81,0.03,1503.62,45.11,1458.51,794.88,663.63,Concluída,4,
V01327,2025-03-01,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,Representante,Diego Alves,Cartão Crédito,4,3861.43,0.08,15445.72,1235.66,14210.06,12832.12,1377.94,Concluída,7,4.0
V01328,2026-02-27,C006,Mercado Central,B2B,Nordeste,BA,P003,Teclado Mecânico,Acessórios,Representante,Carla Mendes,Transferência,1,324.05,0.03,324.05,9.72,314.33,147.45,166.88,Concluída,10,
V01329,2025-07-27,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,E-commerce,Fernanda Rocha,Pix,6,4520.51,0.1,27123.06,2712.31,24410.75,17160.42,7250.33,Concluída,4,5.0
V01330,2026-06-01,C008,Prime Atacado,B2B,Sul,RS,P009,Smartphone X,Telefonia,Marketplace,Ana Souza,Boleto,3,2980.79,0.0,8942.37,0.0,8942.37,5734.68,3207.69,Concluida,3,4.0
V01331,2026-04-21,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,Marketplace,Ana Souza,Transferência,2,1318.91,0.05,2637.82,131.89,2505.93,1716.0,789.93,Concluída,2,5.0
V01332,2025-08-28,C001,Alfa Distribuidora,B2B,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Carla Mendes,Cartão Crédito,2,813.29,0.05,1626.58,81.33,1545.25,823.66,721.59,Devolvida,5,4.0
V01333,2025-05-09,C004,Delta Store,B2B,Sul,PR,P009,Smartphone X,Telefonia,Representante,Fernanda Rocha,Transferência,1,3100.46,0.05,3100.46,155.02,2945.44,1895.74,1049.7,Concluída,7,5.0
V01334,2026-05-28,C008,Prime Atacado,B2B,Sul,RS,P002,Mouse Wireless,Acessórios,E-commerce,Bruno Lima,Boleto,5,94.72,0.05,473.6,23.68,449.92,188.0,261.92,Concluída,5,
V01335,2025-09-09,C009,Shopping Mix,B2C,Nordeste,PE,P003,Teclado Mecânico,Acessórios,Marketplace,Fernanda Rocha,Transferência,2,320.45,,640.9,32.04,608.86,295.06,313.8,Cancelada,7,2.0
V01336,2026-04-21,C001,Alfa Distribuidora,B2B,Sudeste,SP,P001,Notebook Pro 14,Informática,Representante,Bruno Lima,Cartão Crédito,10,4475.22,0.08,44752.2,3580.18,41172.02,31635.1,9536.92,Cancelada,2,4.0
V01337,2025-10-07,C001,Alfa Distribuidora,B2B,Sudeste,SP,P008,Webcam Full HD,Acessórios,Representante,Diego Alves,Boleto,6,198.32,0.0,1189.92,0.0,1189.92,573.42,616.5,Cancelada,3,5.0
V01338,2026-06-07,C004,Delta Store,B2B,Sul,PR,P010,Carregador USB-C,Telefonia,Representante,Ana Souza,Pix,4,111.59,0.08,446.36,35.71,410.65,167.24,243.41,Concluída,3,4.0
V01339,2025-03-13,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Representante,Ana Souza,Transferência,3,118.5,0.08,355.5,28.44,327.06,129.12,197.94,Cancelada,3,2.0
V01340,2025-10-14,C002,Beta Varejo,B2B,Sudeste,MG,P003,Teclado Mecânico,Acessórios,Marketplace,Bruno Lima,Boleto,6,293.32,0.0,1759.92,0.0,1759.92,909.3,850.62,Concluída,7,4.0
V01341,2026-04-09,C006,Mercado Central,B2B,Nordeste,BA,P005,Headset Gamer,Acessórios,Representante,Bruno Lima,Boleto,1,231.87,0.03,231.87,6.96,224.91,103.71,121.2,Concluída,7,
V01342,2026-04-16,C006,Mercado Central,B2B,Nordeste,BA,P004,Monitor 24,Informática,Representante,Ana Souza,Pix,2,891.49,0.03,1782.98,53.49,1729.49,1330.82,398.67,Pendente,3,5.0
V01343,2026-05-03,C001,Alfa Distribuidora,B2B,Sudeste,SP,P010,Carregador USB-C,Telefonia,Loja Física,Ana Souza,Pix,2,99.2,0.0,198.4,0.0,198.4,84.24,114.16,Concluída,2,5.0
V01344,2026-05-16,C007,Loja Avenida,B2C,Centro-Oeste,GO,P009,Smartphone X,Telefonia,Marketplace,Fernanda Rocha,Cartão Crédito,2,2864.89,0.0,5729.78,0.0,5729.78,3762.34,1967.44,Concluída,3,4.0
V01345,2025-02-01,C002,Beta Varejo,B2B,Sudeste,MG,P009,Smartphone X,Telefonia,Marketplace,Ana Souza,Boleto,1,2833.18,0.0,2833.18,0.0,2833.18,2060.74,772.44,Concluida,2,4.0
V01346,2026-01-02,C007,Loja Avenida,B2C,Centro-Oeste,GO,P010,Carregador USB-C,Telefonia,Marketplace,Bruno Lima,Cartão Crédito,1,113.48,0.0,113.48,0.0,113.48,42.63,70.85,Concluída,10,4.0
V01347,2026-01-15,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,E-commerce,Diego Alves,Cartão Crédito,3,207.56,0.1,622.68,62.27,560.41,286.17,274.24,Concluída,7,4.0
V01348,2025-10-15,C004,Delta Store,B2B,Sul,PR,P001,Notebook Pro 14,Informática,Representante,Bruno Lima,Cartão Crédito,5,4540.35,0.0,22701.75,0.0,22701.75,15954.65,6747.1,Concluída,3,4.0
V01349,2025-08-15,C010,Tech Mais,B2C,Sudeste,SP,P005,Headset Gamer,Acessórios,E-commerce,Diego Alves,Boleto,4,228.13,0.0,912.52,0.0,912.52,440.48,472.04,Concluída,2,4.0
V01350,2026-05-20,C001,Alfa Distribuidora,B2B,Sudeste,SP,P005,Headset Gamer,Acessórios,E-commerce,Ana Souza,Pix,2,241.13,0.0,482.26,0.0,482.26,229.88,252.38,Concluída,4,4.0
V01351,2025-10-12,C007,Loja Avenida,B2C,Centro-Oeste,GO,P002,Mouse Wireless,Acessórios,Marketplace,Bruno Lima,Pix,2,98.59,0.0,197.18,0.0,197.18,72.5,124.68,Cancelada,3,4.0
V01352,2025-06-29,C010,Tech Mais,B2C,Sudeste,SP,P010,Carregador USB-C,Telefonia,Loja Física,Fernanda Rocha,Pix,6,115.05,0.0,690.3,0.0,690.3,262.86,427.44,Concluída,7,4.0
V01353,2025-09-23,C002,Beta Varejo,B2B,Sudeste,MG,P003,Teclado Mecânico,Acessórios,E-commerce,Fernanda Rocha,Boleto,5,355.21,0.1,1776.05,177.6,1598.45,785.65,812.8,Concluída,4,4.0
V01354,2026-06-30,C004,Delta Store,B2B,Sul,PR,P001,Notebook Pro 14,Informática,Representante,Fernanda Rocha,Transferência,4,4596.81,0.0,18387.24,0.0,18387.24,13240.36,5146.88,Cancelada,15,5.0
V01355,2025-02-23,C001,Alfa Distribuidora,B2B,Sudeste,SP,P007,Mesa Office,Móveis,Representante,,Transferência,2,720.18,0.0,1440.36,0.0,1440.36,836.28,604.08,Concluída,7,5.0
V01356,2026-06-15,C005,E-commerce Livre,B2C,Sudeste,RJ,P002,Mouse Wireless,Acessórios,Marketplace,Diego Alves,Boleto,3,85.62,0.0,256.86,0.0,256.86,106.92,149.94,Concluída,4,2.0
V01357,2025-08-18,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,Loja Física,Carla Mendes,Transferência,2,3945.56,0.05,7891.12,394.56,7496.56,6121.78,1374.78,Concluída,4,
V01358,2025-11-20,C009,Shopping Mix,B2C,Nordeste,PE,P008,Webcam Full HD,Acessórios,Loja Física,Diego Alves,Pix,1,212.87,0.05,212.87,10.64,202.23,91.82,110.41,Pendente,4,4.0
V01359,2025-01-26,C006,Mercado Central,B2B,Nordeste,BA,P002,Mouse Wireless,Acessórios,E-commerce,Diego Alves,Cartão Crédito,1,98.23,0.0,98.23,0.0,98.23,36.06,62.17,Concluída,5,2.0
V01360,2025-06-18,C004,Delta Store,B2B,Sul,PR,P004,Monitor 24,Informática,Representante,Carla Mendes,Cartão Crédito,4,923.13,0.0,3692.52,0.0,3692.52,2450.96,1241.56,Concluída,5,4.0
V01361,2026-05-07,C002,Beta Varejo,B2B,Sudeste,MG,P001,Notebook Pro 14,Informática,Marketplace,Ana Souza,Boleto,2,4344.0,0.1,8688.0,868.8,7819.2,6349.58,1469.62,Concluída,4,5.0
V01362,2025-04-21,C005,E-commerce Livre,B2C,Sudeste,RJ,P004,Monitor 24,Informática,Marketplace,Bruno Lima,Boleto,1,994.62,0.1,994.62,99.46,895.16,569.79,325.37,Pendente,4,5.0
V01363,2026-06-17,C001,Alfa Distribuidora,B2B,Sudeste,SP,P006,Cadeira Ergonômica,Móveis,E-commerce,Ana Souza,Transferência,2,1345.93,0.05,2691.86,134.59,2557.27,1843.36,713.91,Concluída,5,3.0
V01364,2025-05-08,C002,Beta Varejo,B2B,Sudeste,MG,P008,Webcam Full HD,Acessórios,Loja Física,Ana Souza,Cartão Crédito,2,205.08,0.03,410.16,12.3,397.86,176.42,221.44,Concluída,3,2.0
V01365,2025-03-08,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,E-commerce,Ana Souza,Transferência,3,1498.47,0.0,4495.41,0.0,4495.41,2845.77,1649.64,Concluida,5,5.0
V01366,2026-03-19,C001,Alfa Distribuidora,B2B,Sudeste,SP,P005,Headset Gamer,Acessórios,Loja Física,Ana Souza,Cartão Crédito,5,221.65,0.03,1108.25,33.25,1075.0,548.9,526.1,Concluída,7,2.0
V01367,2025-10-29,C009,Shopping Mix,B2C,Nordeste,PE,P001,Notebook Pro 14,Informática,Marketplace,Diego Alves,Cartão Crédito,4,4273.44,0.0,17093.76,0.0,17093.76,11971.24,5122.52,Concluída,10,4.0
V01368,2025-08-27,C010,Tech Mais,B2C,Sudeste,SP,P007,Mesa Office,Móveis,Loja Física,Diego Alves,Transferência,5,771.01,0.0,3855.05,0.0,3855.05,2001.8,1853.25,Concluída,4,4.0
V01369,2025-04-14,C008,Prime Atacado,B2B,Sul,RS,P007,Mesa Office,Móveis,Representante,Ana Souza,Transferência,4,829.47,0.0,3317.88,0.0,3317.88,1650.84,1667.04,Concluída,5,3.0
V01370,2025-07-17,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,Loja Física,Ana Souza,Cartão Crédito,1,1495.31,0.08,1495.31,119.62,1375.69,828.69,547.0,Concluída,4,5.0
V01371,2025-07-18,C010,Tech Mais,B2C,Sudeste,SP,P002,Mouse Wireless,Acessórios,E-commerce,Fernanda Rocha,Boleto,3,88.17,0.05,264.51,13.23,251.28,113.01,138.27,Concluída,4,4.0
V01372,2026-05-08,C006,Mercado Central,B2B,Nordeste,BA,P007,Mesa Office,Móveis,Marketplace,Bruno Lima,Pix,2,743.51,0.0,1487.02,0.0,1487.02,794.16,692.86,Concluida,3,2.0
V01373,2025-03-03,C003,Casa Norte,B2C,Norte,AM,P001,Notebook Pro 14,Informática,E-commerce,Carla Mendes,,4,4495.12,0.08,17980.48,1438.44,16542.04,12307.76,4234.28,Concluída,7,5.0
V01374,2025-11-15,C009,Shopping Mix,B2C,Nordeste,PE,P006,Cadeira Ergonômica,Móveis,E-commerce,Bruno Lima,Transferência,2,1483.31,0.0,2966.62,0.0,2966.62,1908.58,1058.04,Devolvida,5,
V01375,2025-12-18,C005,E-commerce Livre,B2C,Sudeste,RJ,P010,Carregador USB-C,Telefonia,ecommerce,Carla Mendes,Cartão Crédito,4,103.61,0.0,414.44,0.0,414.44,156.72,257.72,Concluída,7,4.0
V01376,2025-05-29,C009,Shopping Mix,B2C,Nordeste,PE,P010,Carregador USB-C,Telefonia,Loja Física,Bruno Lima,Cartão Crédito,2,113.41,0.08,226.82,18.15,208.67,78.0,130.67,Concluída,3,5.0
V01377,2025-07-20,C007,Loja Avenida,B2C,Centro-Oeste,GO,P006,Cadeira Ergonômica,Móveis,E-commerce,Bruno Lima,Cartão Crédito,1,1412.45,0.0,1412.45,0.0,1412.45,831.55,580.9,Pendente,2,4.0
V01378,2026-05-03,C006,Mercado Central,B2B,Nordeste,BA,P004,Monitor 24,Informática,Marketplace,Fernanda Rocha,Boleto,1,895.69,0.03,895.69,26.87,868.82,596.52,272.3,Concluída,4,5.0
